"Year","Week","ABW","AIA","ARG","ATG","BES","BHS","BLZ","BMU","BOL","BRA","BRB","CAN","CHL","COL","CRI","CUB","CUW","CYM","DMA","DOM","ECU","FLK","GLP","GRD","GRL","GTM","GUF","GUY","HND","HTI","JAM","KNA","LCA","MEX","MSR","MTQ","NIC","PAN","PER","PRI","PRY","SLV","SPM","SUR","SXM","TCA","TTO","URY","USA","VCT","VEN","VGB","VIR"
2017,1,0,2,0,0,0,1,19,0,22,461,5,0,0,36,123,0,31,1,0,0,5,0,0,0,0,0,19,0,15,0,11,0,0,0,1,7,27,182,136,119,2,0,0,0,2,1,0,0,0,0,20,0,16
2017,2,0,1,1,0,0,3,19,0,19,577,0,0,0,24,122,0,49,0,0,0,2,0,5,0,0,0,12,0,10,0,9,0,0,0,1,20,31,116,107,119,10,0,0,0,4,0,0,0,0,0,40,0,15
2017,3,0,1,0,0,0,2,31,0,52,634,1,0,0,60,75,0,26,1,0,0,2,0,5,0,0,0,34,0,15,0,12,0,0,0,0,7,24,131,82,106,7,0,0,0,1,0,0,0,0,0,50,0,13
2017,4,0,0,0,0,0,3,23,0,93,693,1,0,0,60,53,0,30,3,0,0,7,0,5,0,0,0,19,0,15,0,12,0,0,0,0,7,20,132,53,74,4,0,0,0,3,5,0,0,0,0,50,0,9
2017,5,0,1,2,0,0,3,43,0,87,750,2,0,0,48,41,0,23,0,0,0,4,0,0,0,0,0,36,0,0,0,12,0,0,0,0,7,17,110,27,40,5,0,0,0,1,1,0,0,0,0,30,0,9
2017,6,0,0,4,0,0,2,36,0,66,750,2,0,0,48,49,0,15,1,0,1,7,0,0,0,0,0,34,0,10,0,9,0,0,0,0,7,17,91,34,40,4,0,0,0,1,0,0,0,0,0,30,0,5
2017,7,0,0,2,0,0,1,69,0,94,693,1,0,0,48,44,0,17,1,0,0,12,0,0,0,0,0,24,0,15,0,12,0,0,0,0,3,27,61,32,0,1,0,0,0,0,6,0,0,0,0,20,0,4
2017,8,0,0,8,0,0,2,50,0,105,519,1,0,0,48,42,0,10,1,0,1,10,0,0,0,0,0,15,0,15,0,7,0,0,0,0,3,18,44,15,40,4,0,0,0,0,4,0,0,0,0,20,0,3
2017,9,0,0,13,0,0,5,53,0,116,635,3,0,0,48,32,0,8,0,0,0,12,0,5,0,0,0,7,0,15,0,8,0,0,0,0,3,14,37,55,0,4,0,0,0,0,1,0,0,0,0,10,0,7
2017,10,0,1,23,0,0,6,32,0,135,693,0,0,0,36,41,0,8,2,0,0,36,0,0,0,0,0,17,0,10,0,10,0,0,0,0,7,15,25,88,74,0,0,0,0,0,0,0,0,0,0,20,0,3
2017,11,0,0,32,0,0,4,39,0,70,693,1,0,0,24,40,0,10,2,0,1,34,0,0,1,0,0,21,0,10,0,9,0,0,0,0,3,15,36,363,95,4,0,0,0,0,2,0,0,0,0,10,0,0
